S.No,Year,Month,State,Occupation,Item,Men,Women
256,2024-2025,Jan,MAHARASHTRA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",322.36,285.56
257,2024-2025,Jan,MAHARASHTRA,Agriculture,"Packaging labourers, agriculture
",345.00,257.14
258,2024-2025,Jan,MAHARASHTRA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",349.78,244.84
259,2024-2025,Jan,MAHARASHTRA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",394.10,267.14
260,2024-2025,Jan,MAHARASHTRA,Agriculture,"Ploughing/Tilling workers",426.51,320.00
261,2024-2025,Jan,MAHARASHTRA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",398.86,292.46
262,2024-2025,Jan,MAHARASHTRA,Agriculture,"Harvesting/Winnowing/Threshing workers
",408.87,298.06
263,2024-2025,Jan,MAHARASHTRA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",339.29,285.71
264,2024-2025,Jan,MAHARASHTRA,Agriculture,"Horticulture workers (including nursery growers)
",410.00,293.33
265,2024-2025,Jan,"MANIPUR
",Agriculture,"Ploughing/Tilling workers",351.43,-
266,2024-2025,Jan,"MANIPUR
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",333.89,309.38
267,2024-2025,Jan,"MANIPUR
",Agriculture,"Harvesting/Winnowing/Threshing workers
",324.29,315.71
268,2024-2025,Jan,"MANIPUR
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
269,2024-2025,Jan,"MANIPUR
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
270,2024-2025,Jan,"MANIPUR
",Agriculture,"Fishermen-inland
",-,-
271,2024-2025,Jan,"MANIPUR
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
272,2024-2025,Jan,"MANIPUR
",Agriculture,"Loggers and wood cutters
",@,-
273,2024-2025,Jan,"MANIPUR
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",330.00,-
274,2024-2025,Jan,"MANIPUR
",Agriculture,"Packaging labourers, agriculture
",@,-
275,2024-2025,Jan,"MANIPUR
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",@,-
276,2024-2025,Jan,"MANIPUR
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,-
277,2025-2026,Jan,"MANIPUR
",Agriculture,"Ploughing/Tilling workers",636,@
278,2025-2026,Jan,"MANIPUR
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",635,525
279,2025-2026,Jan,"MANIPUR
",Agriculture,"Harvesting/Winnowing/Threshing workers
",630,525
280,2025-2026,Jan,"MANIPUR
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",425,395
281,2025-2026,Jan,"MANIPUR
",Agriculture,"Horticulture workers (including nursery growers)
",425,395
282,2025-2026,Jan,"MANIPUR
",Agriculture,"Fishermen-inland
",390,360
283,2025-2026,Jan,"MANIPUR
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
284,2025-2026,Jan,"MANIPUR
",Agriculture,"Loggers and wood cutters
",490,-
285,2025-2026,Jan,"MANIPUR
",Agriculture,"Packaging labourers, agriculture
",-,-
286,2025-2026,Jan,"MANIPUR
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",-,-
287,2025-2026,Jan,"MANIPUR
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",650,650
288,2025-2026,Jan,"MANIPUR
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",425.00,415.00
289,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
290,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Ploughing/Tilling workers",438.1,@
291,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",473.57,316.43
292,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",481.75,309.82
293,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
294,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
295,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Fishermen-inland
",-,-
296,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
297,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Loggers and wood cutters
",434.9,-
298,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Packaging labourers, agriculture
",-,-
299,2025-2026,Jan,"MEGHALAYA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",@,@
300,2025-2026,Jan,"MEGHALAYA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
301,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Ploughing/Tilling workers",374.29,204.00
302,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",343.50,210.75
303,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",353.88,204.88
304,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
305,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
306,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Fishermen-inland
",-,-
307,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
308,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Loggers and wood cutters
",@,-
309,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",313.88,@
310,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Packaging labourers, agriculture
",@,-
311,2024-2025,Jan,"MEGHALAYA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",335.17,203.17
312,2024-2025,Jan,"MEGHALAYA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
313,2024-2025,Jan,"ODISHA
",Agriculture,"Fishermen-inland
",254.00,-
314,2024-2025,Jan,"ODISHA
",Agriculture,"Fishermen-coastal/deep-sea
",@,-
315,2024-2025,Jan,"ODISHA
",Agriculture,"Loggers and wood cutters
",326.19,-
316,2024-2025,Jan,"ODISHA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",271.33,201.25
317,2024-2025,Jan,"ODISHA
",Agriculture,"Packaging labourers, agriculture
",@,-
318,2024-2025,Jan,"ODISHA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",384.27,333.01
319,2024-2025,Jan,"ODISHA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",285.56,@
320,2024-2025,Jan,"ODISHA
",Agriculture,"Ploughing/Tilling workers",382.95,317.62
321,2024-2025,Jan,"ODISHA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",385.27,332.76
322,2024-2025,Jan,"ODISHA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",392.18,346.67
323,2024-2025,Jan,"ODISHA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",288.00,@
324,2024-2025,Jan,"ODISHA
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
325,2025-2026,Jan,"ODISHA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",348.89,307.00
326,2025-2026,Jan,"ODISHA
",Agriculture,"Ploughing/Tilling workers",513.25,-
327,2025-2026,Jan,"ODISHA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",478.76,402.57
328,2025-2026,Jan,"ODISHA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",408.33,330.95
329,2025-2026,Jan,"ODISHA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
330,2025-2026,Jan,"ODISHA
",Agriculture,"Horticulture workers (including nursery growers)
",378.89,300.48
331,2025-2026,Jan,"ODISHA
",Agriculture,"Fishermen-inland
",393.75,-
332,2025-2026,Jan,"ODISHA
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
333,2025-2026,Jan,"ODISHA
",Agriculture,"Loggers and wood cutters
",498.51,-
334,2025-2026,Jan,"ODISHA
",Agriculture,"Packaging labourers, agriculture
",341.18,@
335,2025-2026,Jan,"ODISHA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",418.44,395.33
336,2025-2026,Jan,"ODISHA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",416.67,-
337,2025-2026,Jan,"PUNJAB
",Agriculture,"Ploughing/Tilling workers",475.45,@
338,2025-2026,Jan,"PUNJAB
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",473.64,420
339,2025-2026,Jan,"PUNJAB
",Agriculture,"Harvesting/Winnowing/Threshing workers
",484.44,420
340,2025-2026,Jan,"PUNJAB
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",430,@
341,2025-2026,Jan,"PUNJAB
",Agriculture,"Horticulture workers (including nursery growers)
",@,-
342,2025-2026,Jan,"PUNJAB
",Agriculture,"Fishermen-inland
",-,-
343,2025-2026,Jan,"PUNJAB
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
344,2025-2026,Jan,"PUNJAB
",Agriculture,"Loggers and wood cutters
",@,-
345,2025-2026,Jan,"PUNJAB
",Agriculture,"Packaging labourers, agriculture
",450,-
346,2025-2026,Jan,"PUNJAB
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",453.33,@
347,2025-2026,Jan,"PUNJAB
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",475.79,-
348,2025-2026,Jan,"PUNJAB
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",398.15,@
349,2024-2025,Jan,"PUNJAB
",Agriculture,"Fishermen-inland
",-,-
350,2024-2025,Jan,"PUNJAB
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
351,2024-2025,Jan,"PUNJAB
",Agriculture,"Loggers and wood cutters
",@,-
352,2024-2025,Jan,"PUNJAB
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",357.61,@
353,2024-2025,Jan,"PUNJAB
",Agriculture,"Packaging labourers, agriculture
",403.33,@
354,2024-2025,Jan,"PUNJAB
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",422.67,-
355,2024-2025,Jan,"PUNJAB
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",414.29,-
356,2024-2025,Jan,"PUNJAB
",Agriculture,"Ploughing/Tilling workers",449.56,@
357,2024-2025,Jan,"PUNJAB
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",428.50,373.67
358,2024-2025,Jan,"PUNJAB
",Agriculture,"Harvesting/Winnowing/Threshing workers
",442.91,@
359,2024-2025,Jan,"PUNJAB
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",394.00,@
360,2024-2025,Jan,"PUNJAB
",Agriculture,"Horticulture workers (including nursery growers)
",@,-
361,2024-2025,Jan,RAJASTHAN,Agriculture,"Ploughing/Tilling workers",405.00,@
362,2024-2025,Jan,RAJASTHAN,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",416.43,378.89
363,2024-2025,Jan,RAJASTHAN,Agriculture,"Harvesting/Winnowing/Threshing workers
",470.77,435.00
364,2024-2025,Jan,RAJASTHAN,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
365,2024-2025,Jan,RAJASTHAN,Agriculture,"Horticulture workers (including nursery growers)
",@,-
366,2024-2025,Jan,RAJASTHAN,Agriculture,"Fishermen-inland
",-,-
367,2024-2025,Jan,RAJASTHAN,Agriculture,"Fishermen-coastal/deep-sea
",-,-
368,2024-2025,Jan,RAJASTHAN,Agriculture,"Loggers and wood cutters
",408.33,-
369,2024-2025,Jan,RAJASTHAN,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
370,2024-2025,Jan,RAJASTHAN,Agriculture,"Packaging labourers, agriculture
",@,@
371,2024-2025,Jan,RAJASTHAN,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",410.62,365.38
372,2024-2025,Jan,RAJASTHAN,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",420.00,@
373,2025-2026,Jan,RAJASTHAN,Agriculture,"Ploughing/Tilling workers",537.5,412.86
374,2025-2026,Jan,RAJASTHAN,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",465.48,385.77
375,2025-2026,Jan,RAJASTHAN,Agriculture,"Harvesting/Winnowing/Threshing workers
",475.05,429.27
376,2025-2026,Jan,RAJASTHAN,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",427,395
377,2025-2026,Jan,RAJASTHAN,Agriculture,"Horticulture workers (including nursery growers)
",426,@
378,2025-2026,Jan,RAJASTHAN,Agriculture,"Fishermen-inland
",-,-
379,2025-2026,Jan,RAJASTHAN,Agriculture,"Fishermen-coastal/deep-sea
",-,-
380,2025-2026,Jan,RAJASTHAN,Agriculture,"Loggers and wood cutters
",505.79,-
381,2025-2026,Jan,RAJASTHAN,Agriculture,"Packaging labourers, agriculture
",397.86,420
382,2025-2026,Jan,RAJASTHAN,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",438.97,368.18
383,2025-2026,Jan,RAJASTHAN,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",475.38,-
384,2025-2026,Jan,RAJASTHAN,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",410.77,@
385,2025-2026,Jan,"TAMIL NADU",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",607.53,361.90
386,2025-2026,Jan,"TAMIL NADU",Agriculture,"Ploughing/Tilling workers",753.89,@
387,2025-2026,Jan,"TAMIL NADU",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",719.21,455.96
388,2025-2026,Jan,"TAMIL NADU",Agriculture,"Harvesting/Winnowing/Threshing workers
",655.73,430.56
389,2025-2026,Jan,"TAMIL NADU",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,520.71
390,2025-2026,Jan,"TAMIL NADU",Agriculture,"Horticulture workers (including nursery growers)
",@,393.89
391,2025-2026,Jan,"TAMIL NADU",Agriculture,"Fishermen-inland
",@,-
392,2025-2026,Jan,"TAMIL NADU",Agriculture,"Fishermen-coastal/deep-sea
",-,-
393,2025-2026,Jan,"TAMIL NADU",Agriculture,"Loggers and wood cutters
",736.9,-
394,2025-2026,Jan,"TAMIL NADU",Agriculture,"Packaging labourers, agriculture
",@,@
395,2025-2026,Jan,"TAMIL NADU",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",637.41,382.12
396,2025-2026,Jan,"TAMIL NADU",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",902.6799999999999,-
397,2024-2025,Jan,"TAMIL NADU",Agriculture,"Ploughing/Tilling workers",712.71,@
398,2024-2025,Jan,"TAMIL NADU",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",595.48,397.88
399,2024-2025,Jan,"TAMIL NADU",Agriculture,"Harvesting/Winnowing/Threshing workers
",585.28,396.14
400,2024-2025,Jan,"TAMIL NADU",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,343.33
401,2024-2025,Jan,"TAMIL NADU",Agriculture,"Horticulture workers (including nursery growers)
",@,@
402,2024-2025,Jan,"TAMIL NADU",Agriculture,"Fishermen-inland
",-,-
403,2024-2025,Jan,"TAMIL NADU",Agriculture,"Fishermen-coastal/deep-sea
",-,-
404,2024-2025,Jan,"TAMIL NADU",Agriculture,"Loggers and wood cutters
",642.95,@
405,2024-2025,Jan,"TAMIL NADU",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",695.14,@
406,2024-2025,Jan,"TAMIL NADU",Agriculture,"Packaging labourers, agriculture
",@,@
407,2024-2025,Jan,"TAMIL NADU",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",582.80,372.37
408,2024-2025,Jan,"TAMIL NADU",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",710.88,@
409,2024-2025,Jan,TRIPURA,Agriculture,"Fishermen-inland
",-,-
410,2024-2025,Jan,TRIPURA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
411,2024-2025,Jan,TRIPURA,Agriculture,"Loggers and wood cutters
",502.22,-
412,2024-2025,Jan,TRIPURA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",320.00,-
413,2024-2025,Jan,TRIPURA,Agriculture,"Packaging labourers, agriculture
",-,-
414,2024-2025,Jan,TRIPURA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",401.11,-
415,2024-2025,Jan,TRIPURA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
416,2024-2025,Jan,TRIPURA,Agriculture,"Ploughing/Tilling workers",420.00,-
417,2024-2025,Jan,TRIPURA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",420.00,-
418,2024-2025,Jan,TRIPURA,Agriculture,"Harvesting/Winnowing/Threshing workers
",431.11,-
419,2024-2025,Jan,TRIPURA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
420,2024-2025,Jan,TRIPURA,Agriculture,"Horticulture workers (including nursery growers)
",-,-
421,2025-2026,Jan,TRIPURA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",420.00,-
422,2025-2026,Jan,TRIPURA,Agriculture,"Ploughing/Tilling workers",520,-
423,2025-2026,Jan,TRIPURA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",520,-
424,2025-2026,Jan,TRIPURA,Agriculture,"Harvesting/Winnowing/Threshing workers
",520,-
425,2025-2026,Jan,TRIPURA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
426,2025-2026,Jan,TRIPURA,Agriculture,"Horticulture workers (including nursery growers)
",@,-
427,2025-2026,Jan,TRIPURA,Agriculture,"Fishermen-inland
",-,-
428,2025-2026,Jan,TRIPURA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
429,2025-2026,Jan,TRIPURA,Agriculture,"Loggers and wood cutters
",590,-
430,2025-2026,Jan,TRIPURA,Agriculture,"Packaging labourers, agriculture
",-,-
431,2025-2026,Jan,TRIPURA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",490,-
432,2025-2026,Jan,TRIPURA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
433,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Ploughing/Tilling workers",441.76,440.83
434,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",390.49,335.49
435,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",386.49,328.86
436,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",340,290
437,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",431.43,359.29
438,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Fishermen-inland
",556.67,-
439,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
440,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Loggers and wood cutters
",524.87,-
441,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Packaging labourers, agriculture
",421.05,377.5
442,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",399.64,336.14
443,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",495.56,@
444,2025-2026,Jan,"UTTAR PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",408.50,415.00
445,2024-2025,Jan,"UTTAR PRADESH",Agriculture,"Fishermen-inland
",-,-
